id_stayGPS,source_address,nm_prsn,stayGPS_start,stayGPS_end,stayGPS_x,stayGPS_y,stayGPS_duration,duration_cat,wifi_count,wifi_sensors,dist_to_nearest_sensor,nearest_sensor,issue
346,94:8b:c1:56:72:0a,P041,2019-11-08T20:27:20Z,2019-11-08T20:31:05Z,398232.880104095,333254.046636095,225,3-5min,11,"sensor_parking_dorm,sensor_TMB_back,sensor_dorm_near309",17.778704892763,sensor_parking_dorm,Potentially matchable
347,94:8b:c1:56:72:0a,P041,2019-11-09T18:57:37Z,2019-11-09T19:00:57Z,398658.374758349,332871.976491151,200,3-5min,3,sensor_bus_station,70.303772633934,sensor_bus_station,Potentially matchable
348,94:8b:c1:94:4a:c4,P100,2019-10-21T20:28:58Z,2019-10-21T20:32:13Z,398317.953714696,333258.103813569,195,3-5min,12,"sensor_dorm_front,sensor_parking_dorm",19.7886994078895,sensor_dorm_front,Potentially matchable
349,94:8b:c1:94:4a:c4,P100,2019-10-25T12:02:29Z,2019-10-25T12:05:29Z,398364.460470168,333228.538979219,180,<3min,38,"sensor_cafeteria_dorm_side,sensor_dorm_front,sensor_gym_front",36.819062158932,sensor_dorm_front,Potentially matchable
350,94:8b:c1:94:4a:c4,P100,2019-11-01T22:45:06Z,2019-11-01T22:48:21Z,398322.612546679,333241.223992507,195,3-5min,8,"sensor_cafeteria_dorm_side,sensor_TMB_back,sensor_dorm_front,sensor_parking_dorm",8.0709688640324,sensor_dorm_front,Potentially matchable
351,94:8b:c1:94:4a:c4,P100,2019-11-07T18:03:25Z,2019-11-07T18:17:35Z,398366.902128285,333239.411439577,850,10-30min,25,sensor_cafeteria_dorm_side,31.6587611106874,sensor_cafeteria_dorm,Potentially matchable
352,94:8b:c1:94:4a:c4,P100,2019-11-10T19:58:39Z,2019-11-10T20:02:04Z,398481.383392021,333087.912357014,205,3-5min,2,sensor_football_field_front,18.3474819646006,sensor_football_field_back,Insufficient WiFi (<3 packets)
353,9c:f4:8e:10:3c:44,P060,2019-10-23T12:16:25Z,2019-10-23T12:25:25Z,398705.555681524,332936.732349946,540,5-10min,243,"sensor_bus_station,sensor_football_field_back,sensor_104_back",11.6663632309023,sensor_bus_station,Potentially matchable
354,9c:f4:8e:10:3c:44,P060,2019-10-29T12:32:02Z,2019-10-29T12:38:42Z,398490.383305509,332875.731706399,400,5-10min,129,"sensor_bridge_main_engineer,sensor_lake,sensor_108_front_outside",27.6822995950669,sensor_lake,Potentially matchable
355,9c:f4:8e:10:3c:44,P060,2019-10-30T11:04:43Z,2019-10-30T11:10:18Z,398703.913213889,332930.293498915,335,5-10min,106,sensor_bus_station,9.22522653779873,sensor_bus_station,Potentially matchable
356,9c:f4:8e:10:3c:44,P060,2019-11-04T17:18:43Z,2019-11-04T17:22:38Z,398699.211826455,332937.081605502,235,3-5min,9,"sensor_bus_station,sensor_104_back",6.63581663569409,sensor_bus_station,Potentially matchable
357,9c:f4:8e:10:3c:44,P060,2019-11-04T17:25:48Z,2019-11-04T17:32:08Z,398702.953201797,332934.303893583,380,5-10min,12,sensor_bus_station,8.39463828649014,sensor_bus_station,Potentially matchable
358,a4:5e:60:7b:f8:e0,P072,2019-10-31T11:51:41Z,2019-10-31T12:05:31Z,398701.839111788,332941.655536077,830,10-30min,116,"sensor_football_field_back,sensor_bus_station,sensor_btw_201_102,sensor_104_back",11.8555335815535,sensor_bus_station,Potentially matchable
359,a4:5e:60:7b:f8:e0,P072,2019-11-12T12:29:28Z,2019-11-12T12:33:18Z,398339.842168603,333099.771098374,230,3-5min,4,"sensor_btw_TMB_library,sensor_TMB_back",57.2665084562722,sensor_btw_TMB_library,Potentially matchable
360,a4:5e:60:7b:f8:e0,P072,2019-11-13T19:08:25Z,2019-11-13T19:12:10Z,398452.138152173,333016.649823364,225,3-5min,11,"sensor_btw_TMB_library,sensor_203_front,sensor_football_field_front",9.89539151896462,sensor_203_front,Potentially matchable
361,a8:2b:b9:0e:01:3c,P026,2019-10-22T15:11:19Z,2019-10-22T15:24:34Z,398706.807744202,332942.569022511,795,10-30min,191,"sensor_bus_station,sensor_btw_201_102,sensor_football_field_back",15.9037720963644,sensor_bus_station,Potentially matchable
362,a8:2b:b9:0e:01:3c,P026,2019-10-28T16:41:36Z,2019-10-28T16:44:36Z,398719.90783689,332922.913310468,180,<3min,19,sensor_bus_station,26.6686535000259,sensor_bus_station,Potentially matchable
363,a8:2b:b9:0e:01:3c,P026,2019-11-12T20:10:12Z,2019-11-12T20:14:12Z,398271.860877019,333306.051237729,240,3-5min,2,sensor_parking_dorm,63.2974384117078,sensor_parking_dorm,Insufficient WiFi (<3 packets)
364,a8:2b:b9:27:e6:dc,P086,2019-10-22T14:38:27Z,2019-10-22T14:43:22Z,398437.799946701,333086.625449763,295,3-5min,10,"sensor_football_field_front,sensor_btw_TMB_library,sensor_203_front",25.6163718712099,sensor_football_field_back,Potentially matchable
365,a8:2b:b9:27:e6:dc,P086,2019-10-30T14:32:09Z,2019-10-30T14:35:19Z,398702.595148464,332936.069597714,190,3-5min,107,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102,sensor_104_back",8.70662047368901,sensor_bus_station,Potentially matchable
366,a8:2b:b9:27:e6:dc,P086,2019-11-08T11:34:11Z,2019-11-08T11:38:01Z,398411.215186248,333033.004406592,230,3-5min,154,"sensor_203_front,sensor_football_field_front,sensor_202_front,sensor_btw_TMB_library",36.1865538079376,sensor_203_front,Potentially matchable
367,a8:2b:b9:27:e6:dc,P086,2019-11-08T12:47:08Z,2019-11-08T12:55:38Z,398473.517972072,333023.773982184,510,5-10min,422,"sensor_203_front,sensor_btw_TMB_library",24.9987535956419,sensor_203_2nd,Potentially matchable
368,a8:2b:b9:27:e6:dc,P086,2019-11-09T07:24:38Z,2019-11-09T07:34:03Z,398398.786484413,333163.265836145,565,5-10min,21,"sensor_TMB_back,sensor_cafeteria_dorm_side",34.4859713103029,sensor_TMB_back,Potentially matchable
369,a8:2b:b9:42:e5:2a,P032,2019-10-27T14:47:51Z,2019-10-27T14:56:36Z,398700.542161547,332937.340932317,525,5-10min,555,"sensor_bus_station,sensor_btw_201_102,sensor_104_back,sensor_football_field_back",7.74894259505864,sensor_bus_station,Potentially matchable
370,a8:2b:b9:42:e5:2a,P032,2019-10-30T17:24:54Z,2019-10-30T17:29:19Z,398701.078545373,332936.16183731,265,3-5min,37,sensor_bus_station,7.44257197662211,sensor_bus_station,Potentially matchable
371,a8:2b:b9:42:e5:2a,P032,2019-11-01T17:03:16Z,2019-11-01T17:08:11Z,398704.716137468,332940.142450995,295,3-5min,194,"sensor_bus_station,sensor_btw_201_102,sensor_104_back,sensor_football_field_back,sensor_parking_sport",12.7385133242457,sensor_bus_station,Potentially matchable
372,a8:2b:b9:42:e5:2a,P032,2019-11-04T18:02:59Z,2019-11-04T18:08:04Z,398512.362129012,332860.213127016,305,5-10min,38,"sensor_bus_station,sensor_btw_201_102,sensor_lake",23.1934367877731,sensor_lake,Potentially matchable
373,a8:2b:b9:42:e5:2a,P032,2019-11-07T22:34:25Z,2019-11-07T22:37:45Z,398649.688790188,333211.704793106,200,3-5min,10,sensor_PC_room_front,8.60381666072439,sensor_PC_room_front,Potentially matchable
374,a8:2b:b9:42:e5:2a,P032,2019-11-08T12:17:04Z,2019-11-08T12:21:34Z,398325.964099861,333278.608109931,270,3-5min,254,"sensor_dorm_front,sensor_parking_dorm,sensor_dorm_near309,sensor_TMB_back,sensor_cafeteria_dorm_side",36.0317602568117,sensor_cafeteria_dorm,Potentially matchable
375,a8:2b:b9:52:71:a8,P090,2019-10-28T18:07:34Z,2019-10-28T18:10:59Z,398706.002580464,332929.814190728,205,3-5min,29,sensor_bus_station,11.3679983072866,sensor_bus_station,Potentially matchable
376,a8:2b:b9:52:71:a8,P090,2019-10-30T20:20:04Z,2019-10-30T20:25:14Z,398716.043509959,332931.13995954,310,5-10min,46,"sensor_bus_station,sensor_104_back",21.2030709449234,sensor_bus_station,Potentially matchable
377,a8:2b:b9:52:71:a8,P090,2019-11-01T20:22:16Z,2019-11-01T20:25:16Z,398709.957325922,332926.797039332,180,<3min,19,sensor_bus_station,15.9912311104179,sensor_bus_station,Potentially matchable
378,a8:2b:b9:52:71:a8,P090,2019-11-05T20:52:49Z,2019-11-05T20:55:49Z,398519.018443588,332894.555238862,180,<3min,3,"sensor_btw_201_102,sensor_lake",53.4301365431202,sensor_lake,Potentially matchable
379,a8:2b:b9:52:71:a8,P090,2019-11-05T20:56:14Z,2019-11-05T21:04:39Z,398520.290034271,332892.512395683,505,5-10min,16,"sensor_lake,sensor_bridge_main_engineer",52.3277805378241,sensor_lake,Potentially matchable
380,a8:2b:b9:52:71:a8,P090,2019-11-05T21:09:44Z,2019-11-05T21:14:19Z,398520.079352782,332894.941532578,275,3-5min,3,"sensor_bridge_main_engineer,sensor_lake",54.295988132438,sensor_lake,Potentially matchable
381,a8:2b:b9:52:71:a8,P090,2019-11-07T22:23:08Z,2019-11-07T22:29:48Z,398706.012657865,332938.394614902,400,5-10min,61,sensor_bus_station,12.8197669177478,sensor_bus_station,Potentially matchable
382,a8:2b:b9:67:8e:62,P047,2019-10-23T15:18:11Z,2019-10-23T15:23:06Z,398600.433502975,332932.367840056,295,3-5min,65,"sensor_bus_station,sensor_btw_201_102",36.0246576337526,sensor_201_in,Potentially matchable
383,a8:2b:b9:67:8e:62,P047,2019-11-11T17:11:55Z,2019-11-11T17:15:45Z,398680.300017355,332936.985372615,230,3-5min,40,"sensor_bus_station,sensor_btw_201_102",15.3677524170359,sensor_bus_station,Potentially matchable
384,a8:2b:b9:af:cd:a8,P103,2019-10-30T17:42:31Z,2019-10-30T17:47:31Z,398712.406202022,332932.513692132,300,3-5min,12,"sensor_bus_station,sensor_football_field_back",17.550877534515,sensor_bus_station,Potentially matchable
385,a8:2b:b9:e5:b1:c0,P076,2019-10-28T18:29:39Z,2019-10-28T18:32:39Z,398704.604915482,332935.937312823,180,<3min,96,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102,sensor_104_back",10.4829448346793,sensor_bus_station,Potentially matchable
386,a8:2b:b9:ea:16:d8,P037,2019-10-30T14:08:15Z,2019-10-30T14:12:40Z,398408.596922738,333048.673646948,265,3-5min,5,"sensor_203_front,sensor_202_front,sensor_btw_TMB_library",36.5789554817289,sensor_114_inside,Potentially matchable
387,a8:2b:b9:ea:16:d8,P037,2019-11-02T14:22:14Z,2019-11-02T14:30:04Z,398696.679462062,332939.319325787,470,5-10min,7,sensor_bus_station,7.47272065417011,sensor_bus_station,Potentially matchable
388,a8:2b:b9:ea:16:d8,P037,2019-11-04T18:29:10Z,2019-11-04T18:32:20Z,398674.159020384,332926.375356136,190,3-5min,11,sensor_bus_station,21.4711729070142,sensor_bus_station,Potentially matchable
389,a8:2b:b9:ea:16:d8,P037,2019-11-05T13:56:13Z,2019-11-05T14:04:53Z,398469.09489615,332914.033871641,520,5-10min,8,"sensor_bridge_main_engineer,sensor_lake",33.2293049446223,sensor_bridge_main_engineer,Potentially matchable
390,a8:2b:b9:ea:16:d8,P037,2019-11-06T18:59:29Z,2019-11-06T19:04:24Z,398702.8249394,332930.210864815,295,3-5min,3,sensor_bus_station,8.17844617971914,sensor_bus_station,Potentially matchable
391,a8:2b:b9:ea:16:d8,P037,2019-11-07T20:04:02Z,2019-11-07T20:08:12Z,398699.686896034,332929.136396095,250,3-5min,4,sensor_bus_station,5.64833363853896,sensor_bus_station,Potentially matchable
392,a8:2b:b9:ea:16:d8,P037,2019-11-08T17:52:50Z,2019-11-08T17:58:10Z,398703.181301512,332954.044824665,320,5-10min,28,sensor_bus_station,23.4960932519266,sensor_bus_station,Potentially matchable
393,a8:2b:b9:eb:56:7e,P069,2019-10-21T16:38:25Z,2019-10-21T16:43:15Z,398493.966034012,332834.814226898,290,3-5min,0,"",13.3948466290546,sensor_lake,No WiFi detection
394,a8:2b:b9:eb:56:7e,P069,2019-10-28T18:41:12Z,2019-10-28T18:46:32Z,398310.389964691,332768.448484713,320,5-10min,2,sensor_206_front,8.98684122550153,sensor_206_front,Insufficient WiFi (<3 packets)
395,a8:2b:b9:eb:56:7e,P069,2019-10-30T17:06:57Z,2019-10-30T17:11:22Z,398665.031990827,332883.284766998,265,3-5min,33,"sensor_btw_201_102,sensor_bus_station",57.1829193671121,sensor_bus_station,Potentially matchable
396,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:26:17Z,2019-11-06T14:30:17Z,398364.067230808,332919.156937459,240,3-5min,56,"sensor_202_front,sensor_202_back_further,sensor_lake,sensor_202_back,sensor_108_front_outside",40.1611995032864,sensor_202_in,Potentially matchable
397,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:33:12Z,2019-11-06T14:39:17Z,398365.772770371,332919.771675086,365,5-10min,42,"sensor_202_back_further,sensor_112_side,sensor_202_front,sensor_lake,sensor_108_front_outside",39.9330977296448,sensor_202_in,Potentially matchable
398,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:42:27Z,2019-11-06T14:48:22Z,398365.642973187,332921.324625963,355,5-10min,143,"sensor_202_front,sensor_lake,sensor_108_front_outside,sensor_202_back_further,sensor_112_side,sensor_202_back",38.3951538201653,sensor_202_in,Potentially matchable
399,a8:2b:b9:eb:56:7e,P069,2019-11-06T14:50:02Z,2019-11-06T14:58:17Z,398367.090221459,332921.942959855,495,5-10min,25,"sensor_202_back_further,sensor_lake,sensor_202_front",37.7354826074142,sensor_202_front,Potentially matchable
400,a8:2b:b9:eb:56:7e,P069,2019-11-06T15:04:07Z,2019-11-06T15:07:07Z,398365.965511327,332922.271657673,180,<3min,114,"sensor_202_front,sensor_lake,sensor_202_back,sensor_202_back_further,sensor_108_front_outside",37.5606145941027,sensor_202_in,Potentially matchable
401,a8:2b:b9:eb:56:7e,P069,2019-11-08T16:32:55Z,2019-11-08T16:40:10Z,398703.36265563,332931.515698765,435,5-10min,3,sensor_bus_station,8.51988682603349,sensor_bus_station,Potentially matchable
402,a8:2b:b9:eb:56:7e,P069,2019-11-10T18:33:25Z,2019-11-10T18:36:35Z,398314.131404476,333271.872361214,190,3-5min,36,"sensor_dorm_front,sensor_parking_dorm,sensor_TMB_back",33.3575917510226,sensor_dorm_front,Potentially matchable
403,a8:2b:b9:eb:56:7e,P069,2019-11-10T19:42:28Z,2019-11-10T19:47:18Z,398343.464906308,333249.422143016,290,3-5min,25,"sensor_cafeteria_dorm_side,sensor_dorm_front,sensor_gym_front,sensor_parking_dorm,sensor_TMB_back",14.5274819291796,sensor_dorm_front,Potentially matchable
404,a8:2b:b9:eb:56:7e,P069,2019-11-12T18:37:08Z,2019-11-12T18:41:38Z,398375.97929005,333223.618138156,270,3-5min,40,"sensor_cafeteria_dorm_side,sensor_TMB_back,sensor_dorm_front,sensor_gym_front",33.9164255069889,sensor_cafeteria_dorm_side,Potentially matchable
405,a8:2b:b9:eb:56:7e,P069,2019-11-12T18:43:28Z,2019-11-12T18:48:48Z,398380.676025094,333230.154877987,320,5-10min,50,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back,sensor_dorm_front",29.7268484492361,sensor_cafeteria_dorm_side,Potentially matchable
406,a8:2b:b9:eb:56:7e,P069,2019-11-13T18:21:12Z,2019-11-13T18:26:47Z,398379.272199079,333233.616348558,335,5-10min,27,"sensor_cafeteria_dorm_side,sensor_dorm_front",31.9064456704709,sensor_cafeteria_dorm_side,Potentially matchable
407,a8:2b:b9:fb:ea:27,P001,2019-10-26T09:18:27Z,2019-10-26T09:22:37Z,398325.508003752,333234.500669664,250,3-5min,122,"sensor_cafeteria_dorm_side,sensor_dorm_front,sensor_parking_dorm,sensor_TMB_back,sensor_gym_front",9.71494814776535,sensor_dorm_front,Potentially matchable
408,a8:2b:b9:fb:ea:27,P001,2019-10-28T23:06:43Z,2019-10-28T23:10:58Z,398326.185314644,333245.209294468,255,3-5min,54,"sensor_dorm_front,sensor_cafeteria_dorm_side,sensor_gym_front,sensor_parking_dorm",4.95286251366763,sensor_dorm_front,Potentially matchable
409,a8:2b:b9:fb:ea:27,P001,2019-11-01T11:42:36Z,2019-11-01T11:45:41Z,398373.103642614,333229.365283851,185,3-5min,19,"sensor_cafeteria_dorm_side,sensor_dorm_front",37.0836818433492,sensor_cafeteria_dorm_side,Potentially matchable
410,a8:2b:b9:fb:ea:27,P001,2019-11-04T22:18:59Z,2019-11-04T22:26:39Z,398519.754360202,332854.062683923,460,5-10min,401,"sensor_202_back_further,sensor_btw_201_102,sensor_lake,sensor_bus_station,sensor_108_front_outside,sensor_202_back,sensor_bridge_main_engineer,sensor_104_back,sensor_206_front,sensor_203_front",27.8312741268983,sensor_lake,Potentially matchable
411,a8:2b:b9:fb:ea:27,P001,2019-11-05T19:38:31Z,2019-11-05T19:46:31Z,398518.189626997,332893.020118211,480,5-10min,41,"sensor_bridge_main_engineer,sensor_lake,sensor_108_front_outside,sensor_202_back_further,sensor_btw_201_102",51.6860399697062,sensor_lake,Potentially matchable
412,a8:2b:b9:fb:ea:27,P001,2019-11-07T16:02:12Z,2019-11-07T16:07:07Z,398325.61639731,333232.777165445,295,3-5min,4,"sensor_gym_front,sensor_TMB_back,sensor_cafeteria_dorm_side,sensor_dorm_front",11.1782626493148,sensor_dorm_front,Potentially matchable
413,a8:2b:b9:fb:ea:27,P001,2019-11-09T11:24:31Z,2019-11-09T11:28:21Z,398322.47214882,333243.362888084,230,3-5min,58,"sensor_dorm_front,sensor_parking_dorm,sensor_cafeteria_dorm_side,sensor_TMB_back",8.07013635674594,sensor_dorm_front,Potentially matchable
414,a8:2b:b9:fb:ea:27,P001,2019-11-14T11:20:18Z,2019-11-14T11:24:18Z,398718.006279635,332924.932049366,240,3-5min,4,sensor_bus_station,24.2214142427899,sensor_bus_station,Potentially matchable
415,ac:5f:3e:7b:6d:6e,P106,2019-10-21T17:35:56Z,2019-10-21T17:39:11Z,398710.181380534,332933.736469058,195,3-5min,33,"sensor_bus_station,sensor_104_back",15.4107097501743,sensor_bus_station,Potentially matchable
416,ac:5f:3e:7b:6d:6e,P106,2019-10-24T18:14:27Z,2019-10-24T18:19:47Z,398480.284831488,333164.33931757,320,5-10min,8,"sensor_TMB_back,sensor_gym_front,sensor_cafeteria_dorm_side",28.5646912352437,sensor_gym_in,Potentially matchable
417,ac:5f:3e:7b:6d:6e,P106,2019-10-25T17:58:35Z,2019-10-25T18:03:15Z,398700.61200617,332929.608593471,280,3-5min,57,"sensor_bus_station,sensor_104_back,sensor_football_field_back",6.2561929379598,sensor_bus_station,Potentially matchable
418,ac:5f:3e:7b:6d:6e,P106,2019-10-27T13:34:56Z,2019-10-27T13:45:06Z,398699.478530951,332937.266217789,610,10-30min,386,"sensor_bus_station,sensor_104_back,sensor_football_field_back,sensor_btw_201_102",6.95054233628526,sensor_bus_station,Potentially matchable
419,ac:5f:3e:7b:6d:6e,P106,2019-10-29T12:25:09Z,2019-10-29T12:30:09Z,398570.625734182,332702.076504929,300,3-5min,34,sensor_104_back,73.348459871777,sensor_btw_104_106,Potentially matchable
420,ac:5f:3e:7b:6d:6e,P106,2019-10-30T17:55:20Z,2019-10-30T18:00:25Z,398712.300038136,332930.354871246,305,5-10min,124,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102",17.5233981309608,sensor_bus_station,Potentially matchable
421,ac:5f:3e:7b:6d:6e,P106,2019-11-01T19:45:17Z,2019-11-01T19:52:07Z,398703.33070612,332940.808046362,410,5-10min,27,"sensor_bus_station,sensor_btw_201_102",12.1683582592999,sensor_bus_station,Potentially matchable
422,ac:5f:3e:7b:6d:6e,P106,2019-11-02T07:31:43Z,2019-11-02T07:37:33Z,398698.451837162,332951.472701969,350,5-10min,11,"sensor_football_field_back,sensor_bus_station",19.7309551966043,sensor_bus_station,Potentially matchable
423,ac:5f:3e:7b:6d:6e,P106,2019-11-03T12:51:32Z,2019-11-03T13:02:27Z,398397.876739746,333005.165056247,655,10-30min,0,"",45.5688475543836,sensor_203_front,No WiFi detection
424,ac:5f:3e:7b:6d:6e,P106,2019-11-03T13:28:43Z,2019-11-03T13:33:38Z,398359.714756851,333026.222826758,295,3-5min,1,sensor_203_front,26.4761814989517,sensor_btw_TMB_library,Insufficient WiFi (<3 packets)
425,ac:5f:3e:7b:6d:6e,P106,2019-11-03T13:35:13Z,2019-11-03T13:38:13Z,398377.804342816,332967.982907851,180,<3min,43,"sensor_202_front,sensor_btw_201_102,sensor_btw_TMB_library,sensor_203_front",15.9911191646255,sensor_202_front,Potentially matchable
426,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:07:22Z,2019-11-05T15:12:12Z,398460.158366556,332889.485625586,290,3-5min,1,sensor_lake,52.5340326723119,sensor_lake,Insufficient WiFi (<3 packets)
427,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:14:27Z,2019-11-05T15:19:57Z,398323.431165976,333001.615968106,330,5-10min,1,sensor_btw_TMB_library,43.7050582531478,sensor_btw_TMB_library,Insufficient WiFi (<3 packets)
428,ac:5f:3e:7b:6d:6e,P106,2019-11-05T15:49:48Z,2019-11-05T15:55:18Z,398651.680776356,333006.477626713,330,5-10min,2,sensor_football_field_back,58.6447680450307,sensor_football_field_front,Insufficient WiFi (<3 packets)
429,ac:5f:3e:7b:6d:6e,P106,2019-11-05T16:02:58Z,2019-11-05T16:07:48Z,398451.83757024,332897.581471116,290,3-5min,3,"sensor_lake,sensor_202_back_further",56.6295939552764,sensor_bridge_main_engineer,Potentially matchable
430,ac:5f:3e:7b:6d:6e,P106,2019-11-05T21:48:06Z,2019-11-05T22:03:31Z,398533.19759849,332871.363364545,925,10-30min,4,"sensor_bridge_main_engineer,sensor_lake,sensor_108_front_outside,sensor_bus_station",46.8062872923209,sensor_lake,Potentially matchable
431,ac:af:b9:ff:1f:4e,P052,2019-10-28T15:35:06Z,2019-10-28T15:39:46Z,398474.878663173,332931.428801359,280,3-5min,102,"sensor_202_front,sensor_lake,sensor_btw_TMB_library,sensor_202_back,sensor_203_front,sensor_btw_201_102,sensor_108_front_outside",15.9867653724882,sensor_bridge_main_engineer,Potentially matchable
432,ac:af:b9:ff:1f:4e,P052,2019-11-05T10:17:58Z,2019-11-05T10:22:18Z,398273.660237642,333270.199869905,260,3-5min,12,"sensor_dorm_front,sensor_parking_dorm",33.7551713685643,sensor_parking_dorm,Potentially matchable
433,b0:6f:e0:aa:db:2c,P022,2019-11-04T21:08:58Z,2019-11-04T21:14:48Z,398512.526218378,332860.455711022,350,5-10min,81,"sensor_bus_station,sensor_bridge_main_engineer,sensor_btw_201_102,sensor_lake,sensor_202_back_further,sensor_206_front,sensor_108_front_outside,sensor_btw_TMB_library,sensor_203_front,sensor_202_back",23.4601617902186,sensor_lake,Potentially matchable
434,b0:6f:e0:aa:db:2c,P022,2019-11-12T20:10:31Z,2019-11-12T20:13:31Z,398441.189187767,332766.807867238,180,<3min,44,"sensor_108_front_outside,sensor_lake,sensor_202_back,sensor_202_back_further,sensor_bridge_main_engineer,sensor_btw_201_102",24.6838248102508,sensor_108_front_outside,Potentially matchable
435,b0:6f:e0:aa:db:2c,P022,2019-11-14T18:04:00Z,2019-11-14T18:07:35Z,398250.554021013,332738.537808038,215,3-5min,86,"sensor_202_back,sensor_108_front_outside,sensor_112_side,sensor_202_back_further,sensor_lake",59.2023240793263,sensor_206_front,Potentially matchable
436,b0:70:2d:67:cb:ec,P006,2019-10-23T17:09:55Z,2019-10-23T17:17:40Z,398370.821869106,332932.601191118,465,5-10min,37,sensor_202_front,26.7527726723413,sensor_202_front,Potentially matchable
437,b0:70:2d:67:cb:ec,P006,2019-10-24T18:17:03Z,2019-10-24T18:20:03Z,398708.427257708,332934.177510468,180,<3min,43,"sensor_football_field_back,sensor_bus_station",13.7288850544262,sensor_bus_station,Potentially matchable
438,b0:70:2d:67:cb:ec,P006,2019-11-03T18:08:57Z,2019-11-03T18:13:47Z,398389.846133325,332982.904888013,290,3-5min,5,"sensor_203_front,sensor_202_front,sensor_btw_TMB_library,sensor_football_field_front",28.6971654240033,sensor_202_front,Potentially matchable
439,b0:70:2d:67:cb:ec,P006,2019-11-03T18:44:06Z,2019-11-03T18:52:01Z,398405.302002842,332997.460062397,475,5-10min,78,"sensor_203_front,sensor_gym_front,sensor_btw_TMB_library,sensor_football_field_front,sensor_202_front",40.9433016545097,sensor_203_front,Potentially matchable
440,b0:70:2d:67:cb:ec,P006,2019-11-05T16:16:04Z,2019-11-05T16:36:14Z,398507.913036025,332871.495712869,1210,10-30min,350,"sensor_202_back_further,sensor_bridge_main_engineer,sensor_lake,sensor_btw_201_102,sensor_108_front_outside,sensor_206_front,sensor_bus_station,sensor_104_back",27.953130763804,sensor_lake,Potentially matchable
441,b0:70:2d:67:cb:ec,P006,2019-11-08T11:57:51Z,2019-11-08T12:04:51Z,398717.876431244,332920.547185813,420,5-10min,99,"sensor_bus_station,sensor_btw_201_102",25.7394441503314,sensor_bus_station,Potentially matchable
442,b0:70:2d:67:cb:ec,P006,2019-11-10T18:18:16Z,2019-11-10T18:31:16Z,398698.669191614,332964.071521893,780,10-30min,263,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102",32.2260693393041,sensor_bus_station,Potentially matchable
443,bc:fe:d9:02:87:05,P097,2019-10-30T12:10:50Z,2019-10-30T12:16:25Z,398470.066294808,333028.576941255,335,5-10min,7,"sensor_203_front,sensor_202_front",25.5811491170179,sensor_203_1st,Potentially matchable
444,bc:fe:d9:02:87:05,P097,2019-11-06T12:00:11Z,2019-11-06T12:06:31Z,398458.205562894,333177.151256331,380,5-10min,9,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back",19.6660979933056,sensor_gym_front,Potentially matchable
445,bc:fe:d9:02:87:05,P097,2019-11-06T17:24:54Z,2019-11-06T17:33:49Z,398442.108152691,333189.595979331,535,5-10min,97,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back,sensor_dorm_front,sensor_football_field_front",19.8341052819553,sensor_gym_front,Potentially matchable
446,bc:fe:d9:02:87:05,P097,2019-11-10T10:26:27Z,2019-11-10T10:29:57Z,398706.869515955,332928.856453248,210,3-5min,5,sensor_bus_station,12.4314852431688,sensor_bus_station,Potentially matchable
447,bc:fe:d9:02:87:05,P097,2019-11-10T18:05:48Z,2019-11-10T18:10:43Z,398709.583107785,332927.665643745,295,3-5min,25,sensor_bus_station,15.367265317716,sensor_bus_station,Potentially matchable
448,c0:a6:00:15:18:ed,P021,2019-10-21T15:16:41Z,2019-10-21T15:21:11Z,398432.180195732,333014.285302528,270,3-5min,32,"sensor_203_front,sensor_202_front,sensor_football_field_front,sensor_bridge_main_engineer,sensor_btw_TMB_library",10.2637398469949,sensor_203_front,Potentially matchable
449,c0:a6:00:15:18:ed,P021,2019-10-26T14:40:16Z,2019-10-26T14:45:16Z,398717.086527316,332926.39392313,300,3-5min,42,"sensor_104_back,sensor_bus_station,sensor_btw_201_102",22.9392814772304,sensor_bus_station,Potentially matchable
450,c0:a6:00:15:18:ed,P021,2019-10-29T18:55:09Z,2019-10-29T19:00:04Z,398713.500602031,332924.419178146,295,3-5min,158,"sensor_bus_station,sensor_104_back,sensor_football_field_back,sensor_btw_201_102",20.149264261858,sensor_bus_station,Potentially matchable
451,c0:a6:00:15:18:ed,P021,2019-10-30T21:52:14Z,2019-10-30T21:55:24Z,398719.868531265,332916.620465482,190,3-5min,14,"sensor_bus_station,sensor_104_back",29.3957262489429,sensor_bus_station,Potentially matchable
452,c0:a6:00:15:18:ed,P021,2019-10-31T14:31:41Z,2019-10-31T14:34:56Z,398451.624238556,332753.88618075,195,3-5min,0,"",12.6980161568346,sensor_comm_center,No WiFi detection
